date,open,high,low,close,volume,return,volatility,range,body,return_lag_1,return_lag_3,ma_7,ma_7_diff,range_pct,vol_z_score,risk
2020-08-25,3.3406,3.3654,3.0001,3.25,1149187.37,-0.027091752731627006,0.08524480403917264,0.36529999999999996,-0.09059999999999979,0.027846153846153854,0.0275949108026059,3.1250571428571434,0.03998098320487835,0.11239999999999999,,1
2020-08-26,3.2576,3.7999,3.1809,3.5684,2290030.56,0.09796923076923081,0.08082031574417103,0.6190000000000002,0.31079999999999997,-0.027091752731627006,0.07880236340702385,3.222428571428572,0.10736356785033456,0.17346710010088562,,1
2020-08-27,3.5557,3.8575,3.2434,3.4501,2412974.8,-0.033152112991817084,0.0812815796177654,0.6141000000000001,-0.10559999999999992,0.09796923076923081,0.027846153846153854,3.257614285714286,0.05908793902636895,0.17799484072925426,,1
2020-08-28,3.4503,4.3091,3.4503,4.0063,2581936.84,0.16121271847192853,0.08830333632910237,0.8588,0.5560000000000005,-0.033152112991817084,-0.027091752731627006,3.4111285714285713,0.17447933025936133,0.214362379252677,,1
2020-08-29,4.007,4.1121,3.7748,3.9535,1342844.2,-0.013179242692759052,0.08538507367865432,0.33729999999999993,-0.05349999999999966,0.16121271847192853,0.09796923076923081,3.5455428571428578,0.11506196915241652,0.08531680789174148,,1
2020-08-30,3.9531,4.7117,3.9,4.4309,1815681.99,0.12075376248893388,0.08880292312697687,0.8117000000000005,0.4778000000000002,-0.013179242692759052,-0.033152112991817084,3.714242857142857,0.19294838017361746,0.1831907738834098,,1
2020-08-31,4.4127,4.8865,4.1,4.7435,1497129.12,0.07055000112843879,0.08414845565565701,0.7865000000000002,0.3308,0.12075376248893388,0.16121271847192853,3.9146714285714284,0.211723662266857,0.16580583956993786,,1
2020-09-01,4.7432,4.9475,4.3,4.3397,1267574.76,-0.08512701591651739,0.08891756314902191,0.6475,-0.4035000000000002,0.07055000112843879,-0.013179242692759052,4.070342857142857,0.06617554154792143,0.14920386201811187,,1
2020-09-02,4.3213,4.3506,3.66,4.17,2002058.36,-0.03910408553586653,0.07884989670299604,0.6905999999999999,-0.1513,-0.08512701591651739,0.12075376248893388,4.156285714285714,0.003299649412250074,0.16561151079136688,,1
2020-09-03,4.17,4.459,3.4772,3.5051,3275612.26,-0.1594484412470023,0.08981090272758349,0.9817999999999998,-0.6648999999999998,-0.03910408553586653,0.07055000112843879,4.164142857142857,-0.15826614978215373,0.28010613106616067,,1
2020-09-04,3.5062,3.8346,3.1739,3.5301,2052197.24,0.007132464123705384,0.08558107429733361,0.6606999999999998,0.02389999999999981,-0.1594484412470023,-0.08512701591651739,4.096114285714285,-0.1381832259144554,0.18716183677516213,,1
2020-09-05,3.5301,3.6637,2.0926,2.6052,4426267.38,-0.2620039092376987,0.11327973294423636,1.5711,-0.9249,0.007132464123705384,-0.03910408553586653,3.9034999999999997,-0.332598949660561,0.6030631045601106,,1
2020-09-06,2.6119,3.18,2.2575,3.0941,2898758.91,0.18766313526792566,0.12273607724708159,0.9225000000000003,0.4822000000000002,-0.2620039092376987,-0.1594484412470023,3.7125285714285714,-0.16657880458832444,0.2981480882970816,,1
2020-09-07,3.0785,3.1983,2.38,2.9237,2680083.17,-0.05507255744804629,0.1234878558571949,0.8183000000000002,-0.15479999999999983,0.18766313526792566,0.007132464123705384,3.4525571428571427,-0.15317838951667284,0.2798850771282964,,1
2020-09-08,2.9237,2.9499,2.4,2.468,1626389.7,-0.15586414474809318,0.13011352082223845,0.5499,-0.4557000000000002,-0.05507255744804629,-0.2620039092376987,3.1851714285714285,-0.22515944421022416,0.22281199351701786,,1
2020-09-09,2.468,3.8838,2.3821,3.6001,6691121.99,0.45871150729335497,0.17968610675911328,1.5017,1.1320999999999999,-0.15586414474809318,0.18766313526792566,3.1037571428571433,0.15991678288525865,0.41712730201938836,,1
2020-09-10,3.6107,3.875,3.304,3.4761,4356890.66,-0.034443487680897666,0.17971278277435299,0.5710000000000002,-0.13459999999999983,0.45871150729335497,-0.05507255744804629,3.0996142857142854,0.1214621174063134,0.16426454935128454,,1
2020-09-11,3.4707,3.5036,3.0316,3.3965,2227636.94,-0.022899226144242113,0.1748136760724115,0.472,-0.07419999999999982,-0.034443487680897666,-0.15586414474809318,3.0805285714285717,0.1025705236114395,0.1389665832474606,,1
2020-09-12,3.3967,3.47,3.1494,3.3316,1161542.47,-0.019107905196525943,0.1748585254493766,0.3206000000000002,-0.06510000000000016,-0.022899226144242113,0.45871150729335497,3.1843000000000004,0.04625820431491993,0.09623003962060278,,1
2020-09-13,3.3386,3.47,2.9838,3.2603,2024779.41,-0.02140112858686516,0.1714537557452171,0.4862000000000002,-0.07830000000000004,-0.019107905196525943,-0.034443487680897666,3.208042857142857,0.016289415442437134,0.1491273809158667,,1
2020-09-14,3.2656,3.5393,3.0752,3.2641,3351649.61,0.0011655369137808513,0.16996392800431698,0.46409999999999973,-0.0015000000000000568,-0.02140112858686516,-0.022899226144242113,3.256671428571429,0.002281031903740358,0.14218314389877754,,1
2020-09-15,3.264,3.3249,2.8955,2.9295,1698391.09,-0.10250911430409604,0.1705836979818774,0.4293999999999998,-0.3344999999999998,0.0011655369137808513,-0.019107905196525943,3.3226000000000004,-0.11831096129537122,0.14657791431984973,,1
2020-09-16,2.9288,2.9293,2.4282,2.5327,4886766.99,-0.13544973544973538,0.1735266837568634,0.5011000000000001,-0.3960999999999997,-0.10250911430409604,-0.02140112858686516,3.1701142857142854,-0.20106981271517915,0.19785209460259803,,1
2020-09-17,2.5376,2.9389,2.36,2.8829,4635747.31,0.13827140995775244,0.17368147896603361,0.5789,0.34529999999999994,-0.13544973544973538,0.0011655369137808513,3.0853714285714284,-0.06562303218876174,0.20080474522182526,,1
2020-09-18,2.883,3.16,2.726,3.1144,4169446.23,0.08030108571230365,0.17504472956721623,0.43400000000000016,0.23139999999999983,0.13827140995775244,-0.10250911430409604,3.0450714285714287,0.022767469681686955,0.13935268430516318,,1
2020-09-19,3.1084,3.2545,2.9564,3.031,1586219.86,-0.026778833804263935,0.1579970422544821,0.29810000000000025,-0.07739999999999991,0.08030108571230365,-0.13544973544973538,3.002128571428571,0.009616986043236167,0.09835037941273515,,1
2020-09-20,3.0216,3.0319,2.7,2.8628,1456628.58,-0.05549323655559224,0.15148550316833054,0.33189999999999964,-0.15879999999999983,-0.026778833804263935,0.13827140995775244,2.945342857142857,-0.028024872195330047,0.11593544781332948,,1
2020-09-21,2.8628,3.0397,2.4689,2.7672,3567879.31,-0.03339388011736766,0.15095023695231627,0.5707999999999998,-0.09560000000000013,-0.05549323655559224,0.08030108571230365,2.874357142857143,-0.03728038567630032,0.2062734894478172,,1
2020-09-22,2.7571,3.0107,2.65,2.9082,3416786.33,0.05095403295750223,0.1439455379587223,0.3607,0.1511,-0.03339388011736766,-0.026778833804263935,2.8713142857142864,0.012846282439101785,0.1240286087614332,,1
2020-09-23,2.9184,3.09,2.7001,2.8548,2762150.96,-0.018361873323705313,0.06904269973197306,0.3898999999999999,-0.0636000000000001,0.05095403295750223,-0.05549323655559224,2.917328571428571,-0.0214335032539553,0.13657699313437016,,1
2020-09-24,2.855,3.2571,2.7804,3.1433,2983701.04,0.10105786745131007,0.07521223105303852,0.4766999999999997,0.2883,-0.018361873323705313,-0.03339388011736766,2.9545285714285714,0.06389223323034374,0.15165590303184542,,1
2020-09-25,3.1409,3.2766,2.9003,3.1937,2447843.22,0.016034104285305384,0.07520120176869256,0.3763000000000001,0.0528000000000004,0.10105786745131007,0.05095403295750223,2.9658571428571427,0.0768219257261212,0.11782571938503932,,1
2020-09-26,3.185,3.25,3.03,3.1287,1357018.72,-0.02035256912045602,0.07522401423482604,0.2200000000000002,-0.05630000000000024,0.016034104285305384,-0.018361873323705313,2.9798142857142857,0.049964762904687175,0.0703167449739509,,1
