date,open,high,low,close,volume,return,volatility,range,body,return_lag_1,return_lag_3,ma_7,ma_7_diff,range_pct,vol_z_score,risk
2019-01-15,126.95,129.4,116.0,118.95,649020.5297,-0.0630169358014967,0.06685534099908169,13.400000000000006,-8.0,0.11203573931324473,-0.010429201764941887,125.87285714285714,-0.054998808321321944,0.11265237494745696,,1
2019-01-16,118.93,126.88,118.52,121.48,513486.65472,0.021269440941572126,0.06094879571275815,8.36,2.549999999999997,-0.0630169358014967,-0.07450344548034049,122.07000000000001,-0.004833292373228503,0.06881791241356601,,1
2019-01-17,121.49,122.99,116.8,121.54,447535.22716,0.0004939084622983536,0.06066989606932066,6.189999999999998,0.05000000000001137,0.021269440941572126,0.11203573931324473,121.58285714285714,-0.0003524933026271466,0.05092973506664471,,1
2019-01-18,121.56,121.98,117.66,119.17,235646.684,-0.01949975316768149,0.058939679367386984,4.320000000000007,-2.3900000000000006,0.0004939084622983536,-0.0630169358014967,120.8,-0.013493377483443671,0.036250734245196,,1
2019-01-19,119.16,125.29,119.14,122.6,323303.79296,0.028782411680791986,0.05989577920591625,6.150000000000006,3.4399999999999977,-0.01949975316768149,0.021269440941572126,120.69285714285714,0.015801621589631307,0.050163132137031045,,1
2019-01-20,122.61,123.32,115.68,117.47,451792.85352,-0.0418433931484502,0.060015776784205194,7.639999999999986,-5.140000000000001,0.028782411680791986,0.0004939084622983536,121.16571428571429,-0.03050132050556501,0.06503788201242859,,1
2019-01-21,117.56,118.5,113.61,115.63,303632.93463,-0.015663573678386,0.059916412731614896,4.890000000000001,-1.9300000000000068,-0.0418433931484502,-0.01949975316768149,119.54857142857144,-0.0327780698819369,0.04229006313240509,,1
2019-01-22,115.62,119.49,111.39,117.81,359542.63873,0.01885323877886358,0.0606518385414005,8.099999999999994,2.1899999999999977,-0.015663573678386,0.028782411680791986,119.38571428571429,-0.01319851621395236,0.06875477463712752,,1
2019-01-23,117.8,118.95,114.8,116.44,230247.61578,-0.011628893981835198,0.0604492608157432,4.150000000000006,-1.3599999999999994,0.01885323877886358,-0.0418433931484502,118.66571428571429,-0.018756169792694996,0.03564067330814158,,1
2019-01-24,116.4,117.15,113.61,116.39,216242.29829,-0.0004294057025077125,0.04480443693997131,3.5400000000000063,-0.010000000000005116,-0.011628893981835198,-0.015663573678386,117.92999999999999,-0.013058594081234564,0.030414984105163727,,1
2019-01-25,116.4,117.5,114.3,115.11,198617.08108,-0.010997508377008303,0.044837643333030655,3.200000000000003,-1.2900000000000063,-0.0004294057025077125,0.01885323877886358,117.35,-0.01908819769919041,0.027799496134132594,,1
2019-01-26,115.13,118.0,115.0,115.34,146216.82819,0.0019980887846409168,0.044839692968846316,3.0,0.21000000000000796,-0.010997508377008303,-0.011628893981835198,116.31285714285714,-0.008364141048158243,0.026010057222125887,,1
2019-01-27,115.32,116.15,111.04,112.05,247369.60555,-0.028524362753598154,0.040766999176051755,5.109999999999999,-3.269999999999996,0.0019980887846409168,-0.0004294057025077125,115.53857142857143,-0.030193998293705292,0.04560464078536367,,1
