date,open,high,low,close,volume,return,volatility,range,body,risk
2019-01-15,3626.08,3648.42,3516.62,3553.06,34137.997459,-0.02014015096150401,0.03551423227315552,131.80000000000018,-73.01999999999998,1
2019-01-16,3553.06,3645.0,3543.51,3591.84,27480.179977,0.010914535639702239,0.03531005815849929,101.48999999999978,38.7800000000002,1
2019-01-17,3591.84,3634.7,3530.39,3616.21,29755.440838,0.006784823377433247,0.034969913155952784,104.30999999999995,24.36999999999989,1
2019-01-18,3613.32,3620.0,3565.75,3594.87,22713.446755,-0.005901205958724787,0.034881824961448545,54.25,-18.450000000000273,1
2019-01-19,3594.87,3720.0,3594.23,3665.3,22171.578123,0.0195918072141692,0.03539636268875272,125.76999999999998,70.43000000000029,1
2019-01-20,3665.75,3693.73,3475.0,3539.28,27901.938598,-0.03438190598313917,0.03199085117309289,218.73000000000002,-126.4699999999998,1
2019-01-21,3539.26,3559.51,3475.5,3526.9,19644.436839,-0.003497886575800746,0.03198571861069153,84.01000000000022,-12.360000000000127,1
2019-01-22,3526.88,3608.5,3434.85,3570.93,29336.442967,0.012484051149734832,0.032451171078636064,173.6500000000001,44.04999999999973,1
2019-01-23,3570.41,3607.98,3514.5,3552.82,24938.842698,-0.005071507982514323,0.03233797520267601,93.48000000000002,-17.58999999999969,1
2019-01-24,3552.97,3589.0,3529.22,3569.62,20826.25118,0.004728638095935045,0.019914040338722332,59.7800000000002,16.65000000000009,0
2019-01-25,3569.07,3587.15,3522.51,3565.29,17608.346671,-0.0012130142704265268,0.01987388450345409,64.63999999999987,-3.7800000000002,0
2019-01-26,3566.69,3662.94,3545.0,3565.25,19476.532344,-1.1219283704844152e-05,0.019831439026468445,117.94000000000005,-1.4400000000000546,0
2019-01-27,3565.62,3579.0,3486.0,3550.84,22735.598162,-0.004041792300680136,0.017997113154644515,93.0,-14.779999999999745,0
2019-01-28,3550.05,3557.75,3380.27,3434.15,40405.111401,-0.03286264658503346,0.015902917642757752,177.48000000000002,-115.90000000000009,0
2019-01-29,3434.0,3443.45,3349.92,3411.04,29544.928977,-0.006729467262641453,0.015229918242179272,93.52999999999975,-22.960000000000036,0
2019-01-30,3410.04,3478.0,3387.1,3458.18,23968.260243,0.013819832074675187,0.01544938526014927,90.90000000000009,48.13999999999987,0
2019-01-31,3457.5,3489.2,3418.8,3434.1,29607.190253,-0.0069632002961095285,0.015243008621771926,70.39999999999964,-23.40000000000009,0
2019-02-01,3434.1,3488.0,3401.2,3462.07,25260.476159,0.008144783203750672,0.015537522922836949,86.80000000000018,27.970000000000255,0
2019-02-02,3462.2,3526.4,3440.29,3504.77,17920.802,0.012333661653288308,0.01484684937101611,86.11000000000013,42.570000000000164,0
2019-02-03,3504.06,3511.09,3426.0,3458.11,19867.33639,-0.013313284466598296,0.012276328613737434,85.09000000000015,-45.94999999999982,0
2019-02-04,3458.11,3484.88,3433.31,3463.22,23131.981108,0.0014776857879013061,0.012288712599406082,51.570000000000164,5.109999999999673,0
2019-02-05,3463.22,3478.97,3448.43,3471.59,25264.41503,0.002416825959656199,0.011705194421477381,30.539999999999964,8.370000000000346,0
2019-02-06,3471.57,3482.72,3380.0,3405.37,35310.244846,-0.019074833145619197,0.012559674593911165,102.7199999999998,-66.20000000000027,0
2019-02-07,3407.0,3426.45,3390.0,3398.4,18665.538638,-0.002046767311628339,0.012370179588646807,36.44999999999982,-8.599999999999909,0
2019-02-08,3398.4,3733.58,3373.1,3659.04,47968.058013,0.07669491525423733,0.024762412280148357,360.48,260.6399999999999,0
2019-02-09,3660.27,3680.02,3625.13,3665.18,24759.833719,0.0016780357689447634,0.024755281516755333,54.88999999999987,4.9099999999998545,0
2019-02-10,3665.18,3684.99,3609.76,3680.06,23250.602634,0.004059827893855283,0.02469143885002601,75.22999999999956,14.88000000000011,0
2019-02-11,3679.75,3684.9,3615.53,3631.05,24954.614571,-0.013317717645907834,0.023013587656319116,69.36999999999989,-48.69999999999982,0
2019-02-12,3631.05,3667.6,3582.34,3631.46,29479.59823,0.00011291499703935948,0.022834964648722658,85.25999999999976,0.4099999999998545,0
2019-02-13,3631.51,3670.0,3591.75,3609.4,25773.997648,-0.006074691721786762,0.022843863998621507,78.25,-22.110000000000127,0
2019-02-14,3608.34,3626.4,3568.11,3590.56,21753.501261,-0.005219704105945633,0.022788324331635208,58.289999999999964,-17.7800000000002,0
2019-02-15,3590.57,3653.23,3573.45,3602.47,20777.872899,0.003317031326589781,0.022747809540672105,79.7800000000002,11.899999999999636,0
2019-02-16,3602.49,3648.2,3597.91,3618.41,19565.992751,0.004424741913187313,0.022597891447131768,50.289999999999964,15.920000000000073,0
2019-02-17,3617.22,3700.11,3604.4,3667.58,25690.227779,0.013588841507734095,0.022290615759165876,95.71000000000004,50.36000000000013,0
2019-02-18,3667.62,3925.0,3655.0,3898.6,64042.730492,0.0629897643677848,0.027188010422856138,270.0,230.98000000000002,0
2019-02-19,3897.35,3994.52,3856.0,3907.79,50207.172667,0.0023572564510336846,0.02718909508703802,138.51999999999998,10.440000000000055,0
2019-02-20,3907.35,3986.98,3870.66,3969.74,36205.14085,0.015852950132939636,0.026009411011827587,116.32000000000016,62.38999999999987,0
2019-02-21,3969.74,4016.48,3901.03,3937.31,31103.884728,-0.008169300760251241,0.026301203668652948,115.44999999999982,-32.429999999999836,0
2019-02-22,3937.31,3988.0,3926.65,3962.0,23943.16375,0.006270778780436359,0.018246027712067566,61.34999999999991,24.690000000000055,0
2019-02-23,3962.0,4162.02,3933.15,4117.76,33657.942883,0.03931347804139329,0.020247147918581402,228.87000000000035,155.76000000000022,0
2019-02-24,4118.0,4198.0,3712.66,3743.56,62224.18689,-0.09087465029530628,0.03345263904357892,485.34000000000015,-374.44000000000005,1
2019-02-25,3743.56,3872.66,3740.0,3827.92,38102.966245,0.022534699590763818,0.033582062755878786,132.65999999999985,84.36000000000013,1
2019-02-26,3828.44,3841.51,3777.0,3809.23,28838.748036,-0.004882547179669405,0.03365661342840542,64.51000000000022,-19.210000000000036,1
2019-02-27,3809.31,3838.85,3677.17,3818.07,31500.995466,0.002320678982366653,0.0335386696000124,161.67999999999984,8.760000000000218,1
2019-02-28,3818.04,3888.0,3763.87,3813.69,32561.961044,-0.0011471764530247563,0.0334649122010892,124.13000000000011,-4.349999999999909,1
2019-03-01,3814.26,3857.0,3813.01,3823.0,23174.57217,0.0024412052369227055,0.033468816265163,43.98999999999978,8.739999999999782,1
2019-03-02,3822.17,3841.31,3772.25,3819.93,19445.838355,-0.0008030342662830314,0.033502317686588734,69.05999999999995,-2.2400000000002365,1
2019-03-03,3819.97,3835.0,3781.32,3807.75,16718.16541,-0.003188540104137938,0.03344890086452798,53.679999999999836,-12.2199999999998,1
2019-03-04,3807.32,3830.0,3670.69,3715.3,34742.84166,-0.02427943010964473,0.029330705152313986,159.30999999999995,-92.01999999999998,1
2019-03-05,3716.1,3877.1,3703.55,3857.73,32962.536162,0.03833606976556392,0.03134496037667371,173.54999999999973,141.6300000000001,1
2019-03-06,3857.58,3907.0,3813.09,3861.84,24775.11883,0.0010653933790079062,0.03100065637806081,93.90999999999985,4.260000000000218,1
2019-03-07,3861.84,3905.4,3840.4,3873.64,26455.257661,0.003055538292627169,0.030960151358989867,65.0,11.799999999999727,1
2019-03-08,3873.63,3932.0,3800.0,3864.89,34730.366592,-0.0022588573021756764,0.03089622632553307,132.0,-8.740000000000236,1
2019-03-09,3864.88,3971.75,3854.75,3943.04,30979.747653,0.020220497866692222,0.02934762598714508,117.0,78.15999999999985,1
2019-03-10,3943.43,3943.43,3881.69,3916.82,23187.561412,-0.006649691608505037,0.015004409258793667,61.73999999999978,-26.609999999999673,0
2019-03-11,3915.99,3936.98,3830.0,3871.61,38066.885705,-0.011542526845757517,0.01440312310976358,106.98000000000002,-44.379999999999654,0
2019-03-12,3871.61,3905.2,3826.06,3882.73,26921.008622,0.0028721901224555424,0.01431220203878205,79.13999999999987,11.11999999999989,0
2019-03-13,3882.69,3893.56,3840.0,3866.0,24461.008757,-0.004308823946037932,0.014390996388041881,53.559999999999945,-16.690000000000055,0
2019-03-14,3866.0,3920.0,3810.43,3877.12,27048.74853,0.002876357992757317,0.01438528014194469,109.57000000000016,11.11999999999989,0
2019-03-15,3877.12,3939.22,3872.2,3923.76,21740.061498,0.012029547705513455,0.014670545539604887,67.01999999999998,46.64000000000033,0
2019-03-16,3924.46,4056.98,3921.98,4005.98,28568.376124,0.020954390686484414,0.01548525510470028,135.0,81.51999999999998,0
2019-03-17,4005.98,4012.0,3950.01,3981.14,18814.255577,-0.006200729908786395,0.01560598627853428,61.98999999999978,-24.840000000000146,0
2019-03-18,3981.85,4037.0,3953.33,3987.81,22454.47801,0.0016753995086835616,0.01347395289702345,83.67000000000007,5.960000000000036,0
2019-03-19,3987.83,4031.0,3970.0,4015.53,19893.741815,0.006951183732424537,0.00957480019071664,61.0,27.700000000000273,0
2019-03-20,4017.48,4050.0,3980.5,4043.04,23432.300255,0.00685090137540989,0.009613835208025142,69.5,25.559999999999945,0
2019-03-21,4043.04,4069.32,3880.01,3980.64,35997.682119,-0.015433930903478554,0.010844626439588945,189.30999999999995,-62.40000000000009,0
2019-03-22,3980.85,4008.0,3968.25,3986.93,20022.606318,0.0015801479159129883,0.01077690907404071,39.75,6.079999999999927,0
2019-03-23,3987.89,4018.83,3978.01,4006.01,17302.604318,0.004785637069123494,0.009515750335912867,40.81999999999971,18.120000000000346,0
2019-03-24,4006.01,4006.02,3950.0,3992.18,17179.850648,-0.0034523128998680264,0.009350459045048028,56.01999999999998,-13.830000000000382,0
2019-03-25,3991.35,3999.3,3888.71,3936.12,33192.890217,-0.014042452995606358,0.009636195450158638,110.59000000000015,-55.23000000000002,0
2019-03-26,3935.47,3958.98,3894.0,3948.55,29349.537627,0.003157932176864664,0.009640256481156071,64.98000000000002,13.080000000000382,0
2019-03-27,3948.77,4048.0,3936.15,4038.05,32364.555852,0.022666548479821635,0.011039218220241993,111.84999999999991,89.2800000000002,0
2019-03-28,4039.58,4039.7,4002.0,4027.81,20089.293875,-0.0025358774656084604,0.011144606518179497,37.69999999999982,-11.769999999999982,0
2019-03-29,4028.22,4123.71,4024.03,4103.25,30084.217444,0.018729781196233253,0.01170207247106681,99.67999999999984,75.0300000000002,0
2019-03-30,4104.24,4140.0,4052.0,4106.97,19509.292601,0.0009065984280753892,0.010539569799177903,88.0,2.730000000000473,0
2019-03-31,4106.99,4116.12,4082.57,4103.95,13525.087433,-0.0007353352958507919,0.010318068260046576,33.54999999999973,-3.0399999999999636,0
2019-04-01,4102.44,4158.7,4067.0,4144.56,25507.067641,0.009895344728859001,0.010516553104916683,91.69999999999982,42.1200000000008,0
2019-04-02,4144.54,4897.99,4140.54,4857.29,105383.639263,0.17196759125214722,0.04648428807183205,757.4499999999998,712.75,2
2019-04-03,4857.19,5275.01,4753.5,4932.6,109890.125743,0.015504530303934949,0.04643088465636277,521.5100000000002,75.41000000000076,2
2019-04-04,4932.59,5039.08,4777.0,4898.66,61054.254168,-0.006880752544297208,0.04605131817868201,262.0799999999999,-33.93000000000029,2
2019-04-05,4898.64,5028.22,4880.62,5004.95,39768.552806,0.02169777041068377,0.04588621667274659,147.60000000000036,106.30999999999949,2
2019-04-06,5004.96,5205.0,4928.59,5043.89,41770.842313,0.007780297505469713,0.04583052997278553,276.40999999999985,38.93000000000029,2
2019-04-07,5042.07,5234.0,5026.0,5170.27,37615.486804,0.025056057923547037,0.04546098574550011,208.0,128.20000000000073,2
